timestamp,row_index,column,original_value,cleaned_value,fix_type,rule_triggered
2026-05-16T14:55:12.373181,118,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373181,119,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373182,120,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373183,121,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373184,122,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373184,123,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373185,124,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373185,125,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373186,126,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373187,127,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373187,128,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373188,129,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373189,130,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373189,131,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373190,132,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373191,133,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373191,134,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373192,135,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373193,136,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373193,137,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373195,138,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373196,139,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373196,140,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373197,141,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373198,142,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373198,143,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373199,144,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373200,145,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373200,146,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373201,147,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373202,148,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373202,149,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373203,150,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373203,151,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373204,152,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373205,153,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373205,154,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373206,155,new_cases_male,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373353,117,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373354,118,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373355,119,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373355,120,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373356,121,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373357,122,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373357,123,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373358,124,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373359,125,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373359,126,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373360,127,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373361,128,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373361,129,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373362,130,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373363,131,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373363,132,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373364,133,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373364,134,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373365,135,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373366,136,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373366,137,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373367,138,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373368,139,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373368,140,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
